g 1 0 -213.6
g 1 1 0.9
h 1 1 1.5
g 2 0 -57.7
g 2 1 0.0
g 2 2 0.0
h 2 1 0.0
h 2 2 0.0
g 3 0 -35.8
g 3 1 0.0
g 3 2 0.0
g 3 3 0.0
h 3 1 0.0
h 3 2 0.0
h 3 3 0.0
