g 1 0 11278.
g 1 1 10928.
h 1 1 -16049.
g 2 0 -9648.
g 2 1 -12284.
g 2 2 1453.
h 2 1 6405.
h 2 2 4220.
g 3 0 -1265.
g 3 1 2778.
g 3 2 -4535.
g 3 3 -6297.
h 3 1 -1548.
h 3 2 -2165.
h 3 3 -3036.
g 4 0 3388.
g 4 1 -29.
g 4 2 955.
g 4 3 5588.
g 4 4 8136.
h 4 1 -2036.
h 4 2 -3437.
h 4 3 -1154.
h 4 4 -2920.
