 303     -243.6    .99 g 17 14
 304      168.2    1.0 g 17 15
 305      -42.2    1.0 g 17 16
 306        7.3    1.0 g 17 17
 307     -209.2    .75 h 17  1
 308      -15.8    .75 h 17  2
 309       54.4    .75 h 17  3
 310      308.7    .75 h 17  4
 311      722.0    .74 h 17  5
 312      233.3    .75 h 17  6
 313      -82.1    .76 h 17  7
 314      221.5    .80 h 17  8
 315      488.6    .84 h 17  9
 316      206.3    .89 h 17 10
 317      176.7    .93 h 17 11
 318      353.4    .96 h 17 12
 319      204.8    .99 h 17 13
 320      -29.5    .99 h 17 14
 321       12.8    1.0 h 17 15
 322      -89.6    1.0 h 17 16
 323     -166.6    1.0 h 17 17
 324     -796.0    .69 g 18  0
 325      443.6    .70 g 18  1
 326      266.9    .71 g 18  2
 327      391.2    .72 g 18  3
 328      366.2    .73 g 18  4
 329      175.8    .74 g 18  5
 330      512.5    .73 g 18  6
 331      151.0    .73 g 18  7
 332      214.9    .73 g 18  8
 333      243.4    .75 g 18  9
 334      337.5    .79 g 18 10
 335      -10.2    .84 g 18 11
 336      -34.9    .89 g 18 12
 337      161.2    .94 g 18 13
 338      222.3    .97 g 18 14
 339     -119.6    .99 g 18 15
 340       28.0    1.0 g 18 16
 341      132.6    1.0 g 18 17
 342     -180.6    1.0 g 18 18
 343      670.9    .70 h 18  1
 344     -176.1    .72 h 18  2
 345     -340.3    .73 h 18  3
 346       37.0    .74 h 18  4
 347      304.3    .74 h 18  5
 348     -348.8    .74 h 18  6
 349     -291.9    .73 h 18  7
 350      165.6    .74 h 18  8
 351      360.9    .75 h 18  9
 352     -119.0    .79 h 18 10
 353      100.1    .84 h 18 11
 354       26.9    .89 h 18 12
 355        1.0    .94 h 18 13
 356      -60.2    .97 h 18 14
 357       66.5    .99 h 18 15
 358      277.8    1.0 h 18 16
 359       29.1    1.0 h 18 17
 360       15.3    1.0 h 18 18
 361     -493.7    .63 g 19  0
 362      486.7    .62 g 19  1
 363      -62.0    .66 g 19  2
 364      539.2    .67 g 19  3
 365      187.4    .68 g 19  4
 366      136.8    .71 g 19  5
 367       -9.4    .71 g 19  6
 368     -581.2    .73 g 19  7
 369      291.8    .72 g 19  8
 370     -198.1    .72 g 19  9
 371       95.5    .72 g 19 10
 372     -372.6    .75 g 19 11
 373      190.7    .78 g 19 12
 374     -119.6    .84 g 19 13
 375      -11.9    .90 g 19 14
 376       74.4    .95 g 19 15
 377     -391.4    .98 g 19 16
 378      -33.1    .99 g 19 17
 379     -118.0    1.0 g 19 18
 380      -57.2    1.0 g 19 19
 381       85.8    .65 h 19  1
 382     -412.1    .64 h 19  2
 383     -502.0    .66 h 19  3
 384     -425.1    .70 h 19  4
 385     -232.2    .71 h 19  5
 386     -477.0    .73 h 19  6
 387     -463.5    .73 h 19  7
 388       73.6    .73 h 19  8
 389     -228.3    .72 h 19  9
 390      -96.8    .72 h 19 10
 391     -256.0    .75 h 19 11
 392     -228.0    .78 h 19 12
