g 1 0 11854.69
g 1 1 11507.23
h 1 1 -15811.90
g 2 0 -5877.08
g 2 1 -13084.90
g 2 2 -604.66
h 2 1 5850.66
h 2 2 4184.69
g 3 0 4182.82
g 3 1 -1335.73
g 3 2 -6776.28
g 3 3 -4021.38
h 3 1 -5816.665
h 3 2 -357.27
h 3 3 -2265.15
