g 1 0 10335.72
g 1 1 3558.89
h 1 1 -9772.35
g 2 0 8565.94
g 2 1 -405.99
g 2 2 4643.56
h 2 1 11138.624
h 2 2 -743.14
g 3 0 -5749.29
g 3 1 11631.96
g 3 2 -1888.70
g 3 3 -2920.49
h 3 1 -3904.67
h 3 2 902.89
h 3 3 -245.31
