g 1 0 9732
g 1 1 3220
h 1 1 -9889
g 2 0 7448
g 2 1 664
g 2 2 4499
h 2 1 11230
h 2 2 -70
g 3 0 -6592
g 3 1 4098
g 3 2 -3581
g 3 3 484
h 3 1 -3669
h 3 2 1791
h 3 3 -770
