g 1 0 4.205
g 1 1 -0.659
h 1 0 0.0
h 1 1 0.250
g 2 0 -0.051
g 2 1 -0.619
g 2 2 0.497
h 2 0 0.0
h 2 1 -0.361
h 2 2 0.053
g 3 0 -0.016
g 3 1 -0.52
g 3 2 0.244
g 3 3 -0.176
h 3 0 0.0
h 3 1 -0.088
h 3 2 0.408
h 3 3 -0.316
g 4 0 -0.168
g 4 1 0.222
g 4 2 -0.061
g 4 3 -0.202
g 4 4 0.066
h 4 0 0.0
h 4 1 0.076
h 4 2 0.404
h 4 3 -0.166
h 4 4 0.039
